hand,player_0_stack,player_0_profit,player_0_cumulative_profit,player_0_name,player_1_stack,player_1_profit,player_1_cumulative_profit,player_1_name,player_2_stack,player_2_profit,player_2_cumulative_profit,player_2_name,player_3_stack,player_3_profit,player_3_cumulative_profit,player_3_name,player_4_stack,player_4_profit,player_4_cumulative_profit,player_4_name,player_5_stack,player_5_profit,player_5_cumulative_profit,player_5_name
1,200.0,0.0,0.0,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),200.0,0.0,0.0,Agent 2 (iter 1000),200.0,0.0,0.0,Agent 3 (iter 1500),200.0,0.0,0.0,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
2,230.5,30.5,30.5,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),171.5,-28.5,-28.5,Agent 2 (iter 1000),198.0,-2.0,-2.0,Agent 3 (iter 1500),200.0,0.0,0.0,Agent 4 (iter 4000),200.0,-0.0,0.0,Agent 5 (iter 2300)
3,230.5,0.0,30.5,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),198.0,0.0,-2.0,Agent 3 (iter 1500),200.0,0.0,0.0,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
4,230.5,0.0,30.5,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),198.0,0.0,-2.0,Agent 3 (iter 1500),200.0,0.0,0.0,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
5,237.0,6.5,37.0,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),198.0,0.0,-2.0,Agent 3 (iter 1500),193.5,-6.5,-6.5,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
6,237.0,0.0,37.0,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),198.0,0.0,-2.0,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
7,240.5,3.5,40.5,Agent 0 (iter 100),200.0,0.0,0.0,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),194.5,-3.5,-5.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
8,252.0,11.5,52.0,Agent 0 (iter 100),188.5,-11.5,-11.5,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),194.5,0.0,-5.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),200.0,0.0,0.0,Agent 5 (iter 2300)
9,286.125,34.125,86.125,Agent 0 (iter 100),156.375,-32.125,-43.625,Agent 1 (iter 500),171.5,0.0,-28.5,Agent 2 (iter 1000),194.5,0.0,-5.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),198.0,-2.0,-2.0,Agent 5 (iter 2300)
10,300.125,14.0,100.125,Agent 0 (iter 100),156.375,0.0,-43.625,Agent 1 (iter 500),157.5,-14.0,-42.5,Agent 2 (iter 1000),194.5,-0.0,-5.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),198.0,0.0,-2.0,Agent 5 (iter 2300)
11,301.125,1.0,101.125,Agent 0 (iter 100),156.375,0.0,-43.625,Agent 1 (iter 500),157.5,0.0,-42.5,Agent 2 (iter 1000),194.5,0.0,-5.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),197.0,-1.0,-3.0,Agent 5 (iter 2300)
12,301.125,0.0,101.125,Agent 0 (iter 100),156.375,0.0,-43.625,Agent 1 (iter 500),157.5,0.0,-42.5,Agent 2 (iter 1000),194.5,0.0,-5.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),197.0,0.0,-3.0,Agent 5 (iter 2300)
13,303.125,2.0,103.125,Agent 0 (iter 100),156.375,0.0,-43.625,Agent 1 (iter 500),157.5,0.0,-42.5,Agent 2 (iter 1000),192.5,-2.0,-7.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),197.0,-0.0,-3.0,Agent 5 (iter 2300)
14,307.625,4.5,107.625,Agent 0 (iter 100),156.375,0.0,-43.625,Agent 1 (iter 500),157.5,0.0,-42.5,Agent 2 (iter 1000),192.5,0.0,-7.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),192.5,-4.5,-7.5,Agent 5 (iter 2300)
15,307.625,-0.0,107.625,Agent 0 (iter 100),156.375,0.0,-43.625,Agent 1 (iter 500),157.5,0.0,-42.5,Agent 2 (iter 1000),192.5,0.0,-7.5,Agent 3 (iter 1500),193.5,0.0,-6.5,Agent 4 (iter 4000),192.5,-0.0,-7.5,Agent 5 (iter 2300)
16,290.625,-17.0,90.625,Agent 0 (iter 100),103.625,-52.75,-96.375,Agent 1 (iter 500),104.75,-52.75,-95.25,Agent 2 (iter 1000),192.5,-0.0,-7.5,Agent 3 (iter 1500),333.0,139.5,133.0,Agent 4 (iter 4000),175.5,-17.0,-24.5,Agent 5 (iter 2300)
17,291.625,1.0,91.625,Agent 0 (iter 100),103.625,0.0,-96.375,Agent 1 (iter 500),104.75,0.0,-95.25,Agent 2 (iter 1000),192.5,0.0,-7.5,Agent 3 (iter 1500),333.0,0.0,133.0,Agent 4 (iter 4000),174.5,-1.0,-25.5,Agent 5 (iter 2300)
18,300.125,8.5,100.125,Agent 0 (iter 100),95.125,-8.5,-104.875,Agent 1 (iter 500),104.75,0.0,-95.25,Agent 2 (iter 1000),192.5,-0.0,-7.5,Agent 3 (iter 1500),333.0,0.0,133.0,Agent 4 (iter 4000),174.5,0.0,-25.5,Agent 5 (iter 2300)
19,300.125,0.0,100.125,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),104.75,0.0,-95.25,Agent 2 (iter 1000),192.5,0.0,-7.5,Agent 3 (iter 1500),333.0,0.0,133.0,Agent 4 (iter 4000),174.5,0.0,-25.5,Agent 5 (iter 2300)
20,235.125,-65.0,35.125,Agent 0 (iter 100),95.125,-0.0,-104.875,Agent 1 (iter 500),103.75,-1.0,-96.25,Agent 2 (iter 1000),127.5,-65.0,-72.5,Agent 3 (iter 1500),464.0,131.0,264.0,Agent 4 (iter 4000),174.5,-0.0,-25.5,Agent 5 (iter 2300)
21,238.625,3.5,38.625,Agent 0 (iter 100),95.125,-0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),171.0,-3.5,-29.0,Agent 5 (iter 2300)
22,238.625,0.0,38.625,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),171.0,0.0,-29.0,Agent 5 (iter 2300)
23,238.625,0.0,38.625,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),171.0,0.0,-29.0,Agent 5 (iter 2300)
24,238.625,0.0,38.625,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),171.0,0.0,-29.0,Agent 5 (iter 2300)
25,247.625,9.0,47.625,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),162.0,-9.0,-38.0,Agent 5 (iter 2300)
26,254.625,7.0,54.625,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),155.0,-7.0,-45.0,Agent 5 (iter 2300)
27,254.625,-0.0,54.625,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),155.0,0.0,-45.0,Agent 5 (iter 2300)
28,290.625,36.0,90.625,Agent 0 (iter 100),95.125,-0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),119.0,-36.0,-81.0,Agent 5 (iter 2300)
29,290.625,0.0,90.625,Agent 0 (iter 100),95.125,-0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),119.0,0.0,-81.0,Agent 5 (iter 2300)
30,304.125,13.5,104.125,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,-0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),105.5,-13.5,-94.5,Agent 5 (iter 2300)
31,304.125,0.0,104.125,Agent 0 (iter 100),95.125,0.0,-104.875,Agent 1 (iter 500),103.75,0.0,-96.25,Agent 2 (iter 1000),127.5,0.0,-72.5,Agent 3 (iter 1500),464.0,0.0,264.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
32,304.125,-0.0,104.125,Agent 0 (iter 100),85.125,-10.0,-114.875,Agent 1 (iter 500),93.75,-10.0,-106.25,Agent 2 (iter 1000),125.5,-2.0,-74.5,Agent 3 (iter 1500),486.0,22.0,286.0,Agent 4 (iter 4000),105.5,-0.0,-94.5,Agent 5 (iter 2300)
33,310.875,6.75,110.875,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),87.0,-6.75,-113.0,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),486.0,0.0,286.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
34,310.875,-0.0,110.875,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),87.0,0.0,-113.0,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),486.0,0.0,286.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
35,310.875,0.0,110.875,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),87.0,0.0,-113.0,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),486.0,0.0,286.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
36,310.875,0.0,110.875,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),87.0,0.0,-113.0,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),486.0,0.0,286.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
37,310.875,0.0,110.875,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),87.0,0.0,-113.0,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),486.0,0.0,286.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
38,316.375,5.5,116.375,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),81.5,-5.5,-118.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),486.0,0.0,286.0,Agent 4 (iter 4000),105.5,-0.0,-94.5,Agent 5 (iter 2300)
39,318.375,2.0,118.375,Agent 0 (iter 100),85.125,0.0,-114.875,Agent 1 (iter 500),81.5,0.0,-118.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),484.0,-2.0,284.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
40,336.375,18.0,136.375,Agent 0 (iter 100),85.125,-0.0,-114.875,Agent 1 (iter 500),81.5,0.0,-118.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),466.0,-18.0,266.0,Agent 4 (iter 4000),105.5,0.0,-94.5,Agent 5 (iter 2300)
41,175.375,-161.0,-24.625,Agent 0 (iter 100),76.125,-9.0,-123.875,Agent 1 (iter 500),79.5,-2.0,-120.5,Agent 2 (iter 1000),125.5,-0.0,-74.5,Agent 3 (iter 1500),647.0,181.0,447.0,Agent 4 (iter 4000),96.5,-9.0,-103.5,Agent 5 (iter 2300)
42,165.375,-10.0,-34.625,Agent 0 (iter 100),66.125,-10.0,-133.875,Agent 1 (iter 500),79.5,-0.0,-120.5,Agent 2 (iter 1000),125.5,-0.0,-74.5,Agent 3 (iter 1500),667.0,20.0,467.0,Agent 4 (iter 4000),96.5,-0.0,-103.5,Agent 5 (iter 2300)
43,165.375,0.0,-34.625,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,0.0,-103.5,Agent 5 (iter 2300)
44,165.375,-0.0,-34.625,Agent 0 (iter 100),66.125,-0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,0.0,-103.5,Agent 5 (iter 2300)
45,165.375,0.0,-34.625,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,0.0,-103.5,Agent 5 (iter 2300)
46,165.375,0.0,-34.625,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,0.0,-103.5,Agent 5 (iter 2300)
47,165.375,0.0,-34.625,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,0.0,-103.5,Agent 5 (iter 2300)
48,165.375,0.0,-34.625,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,-0.0,-103.5,Agent 5 (iter 2300)
49,165.375,0.0,-34.625,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),96.5,0.0,-103.5,Agent 5 (iter 2300)
50,169.875,4.5,-30.125,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),92.0,-4.5,-108.0,Agent 5 (iter 2300)
51,169.875,0.0,-30.125,Agent 0 (iter 100),66.125,0.0,-133.875,Agent 1 (iter 500),79.5,0.0,-120.5,Agent 2 (iter 1000),125.5,0.0,-74.5,Agent 3 (iter 1500),667.0,0.0,467.0,Agent 4 (iter 4000),92.0,0.0,-108.0,Agent 5 (iter 2300)
52,169.875,-0.0,-30.125,Agent 0 (iter 100),78.125,12.0,-121.875,Agent 1 (iter 500),75.0,-4.5,-125.0,Agent 2 (iter 1000),121.0,-4.5,-79.0,Agent 3 (iter 1500),666.0,-1.0,466.0,Agent 4 (iter 4000),90.0,-2.0,-110.0,Agent 5 (iter 2300)
53,171.875,2.0,-28.125,Agent 0 (iter 100),76.125,-2.0,-123.875,Agent 1 (iter 500),75.0,0.0,-125.0,Agent 2 (iter 1000),121.0,0.0,-79.0,Agent 3 (iter 1500),666.0,0.0,466.0,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
54,171.875,0.0,-28.125,Agent 0 (iter 100),76.125,0.0,-123.875,Agent 1 (iter 500),75.0,0.0,-125.0,Agent 2 (iter 1000),121.0,0.0,-79.0,Agent 3 (iter 1500),666.0,0.0,466.0,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
55,171.875,-0.0,-28.125,Agent 0 (iter 100),76.125,0.0,-123.875,Agent 1 (iter 500),75.0,0.0,-125.0,Agent 2 (iter 1000),121.0,0.0,-79.0,Agent 3 (iter 1500),666.0,0.0,466.0,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
56,178.625,6.75,-21.375,Agent 0 (iter 100),69.375,-6.75,-130.625,Agent 1 (iter 500),75.0,0.0,-125.0,Agent 2 (iter 1000),121.0,0.0,-79.0,Agent 3 (iter 1500),666.0,0.0,466.0,Agent 4 (iter 4000),90.0,-0.0,-110.0,Agent 5 (iter 2300)
57,178.625,-0.0,-21.375,Agent 0 (iter 100),69.375,-0.0,-130.625,Agent 1 (iter 500),70.0,-5.0,-130.0,Agent 2 (iter 1000),92.5,-28.5,-107.5,Agent 3 (iter 1500),699.5,33.5,499.5,Agent 4 (iter 4000),90.0,-0.0,-110.0,Agent 5 (iter 2300)
58,178.625,-0.0,-21.375,Agent 0 (iter 100),69.375,0.0,-130.625,Agent 1 (iter 500),70.0,-0.0,-130.0,Agent 2 (iter 1000),92.5,0.0,-107.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
59,178.625,0.0,-21.375,Agent 0 (iter 100),69.375,0.0,-130.625,Agent 1 (iter 500),70.0,0.0,-130.0,Agent 2 (iter 1000),92.5,0.0,-107.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
60,180.625,2.0,-19.375,Agent 0 (iter 100),67.375,-2.0,-132.625,Agent 1 (iter 500),70.0,0.0,-130.0,Agent 2 (iter 1000),92.5,0.0,-107.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
61,212.875,32.25,12.875,Agent 0 (iter 100),67.375,0.0,-132.625,Agent 1 (iter 500),37.75,-32.25,-162.25,Agent 2 (iter 1000),92.5,-0.0,-107.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
62,212.875,0.0,12.875,Agent 0 (iter 100),67.375,-0.0,-132.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),92.5,0.0,-107.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),90.0,0.0,-110.0,Agent 5 (iter 2300)
63,215.875,3.0,15.875,Agent 0 (iter 100),67.375,0.0,-132.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),91.5,-1.0,-108.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),88.0,-2.0,-112.0,Agent 5 (iter 2300)
64,222.875,7.0,22.875,Agent 0 (iter 100),67.375,-0.0,-132.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),91.5,0.0,-108.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),81.0,-7.0,-119.0,Agent 5 (iter 2300)
65,222.875,0.0,22.875,Agent 0 (iter 100),67.375,0.0,-132.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),91.5,0.0,-108.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),81.0,0.0,-119.0,Agent 5 (iter 2300)
66,238.875,16.0,38.875,Agent 0 (iter 100),65.375,-2.0,-134.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),91.5,0.0,-108.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),67.0,-14.0,-133.0,Agent 5 (iter 2300)
67,238.875,0.0,38.875,Agent 0 (iter 100),65.375,0.0,-134.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),91.5,0.0,-108.5,Agent 3 (iter 1500),699.5,0.0,499.5,Agent 4 (iter 4000),67.0,0.0,-133.0,Agent 5 (iter 2300)
68,240.875,2.0,40.875,Agent 0 (iter 100),65.375,0.0,-134.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),91.5,0.0,-108.5,Agent 3 (iter 1500),697.5,-2.0,497.5,Agent 4 (iter 4000),67.0,-0.0,-133.0,Agent 5 (iter 2300)
69,240.875,0.0,40.875,Agent 0 (iter 100),65.375,0.0,-134.625,Agent 1 (iter 500),37.75,-0.0,-162.25,Agent 2 (iter 1000),91.5,0.0,-108.5,Agent 3 (iter 1500),697.5,0.0,497.5,Agent 4 (iter 4000),67.0,0.0,-133.0,Agent 5 (iter 2300)
70,244.875,4.0,44.875,Agent 0 (iter 100),65.375,0.0,-134.625,Agent 1 (iter 500),37.75,0.0,-162.25,Agent 2 (iter 1000),89.5,-2.0,-110.5,Agent 3 (iter 1500),697.5,0.0,497.5,Agent 4 (iter 4000),65.0,-2.0,-135.0,Agent 5 (iter 2300)
71,221.375,-23.5,21.375,Agent 0 (iter 100),41.875,-23.5,-158.125,Agent 1 (iter 500),-133.875,-171.625,-333.875,Agent 2 (iter 1000),332.625,243.125,132.625,Agent 3 (iter 1500),674.0,-23.5,474.0,Agent 4 (iter 4000),64.0,-1.0,-136.0,Agent 5 (iter 2300)
72,221.375,0.0,21.375,Agent 0 (iter 100),41.875,0.0,-158.125,Agent 1 (iter 500),-133.875,0.0,-333.875,Agent 2 (iter 1000),332.625,0.0,132.625,Agent 3 (iter 1500),674.0,0.0,474.0,Agent 4 (iter 4000),64.0,-0.0,-136.0,Agent 5 (iter 2300)
73,221.375,0.0,21.375,Agent 0 (iter 100),41.875,0.0,-158.125,Agent 1 (iter 500),-133.875,0.0,-333.875,Agent 2 (iter 1000),332.625,0.0,132.625,Agent 3 (iter 1500),674.0,0.0,474.0,Agent 4 (iter 4000),64.0,0.0,-136.0,Agent 5 (iter 2300)
74,242.875,21.5,42.875,Agent 0 (iter 100),41.875,0.0,-158.125,Agent 1 (iter 500),-155.375,-21.5,-355.375,Agent 2 (iter 1000),332.625,0.0,132.625,Agent 3 (iter 1500),674.0,0.0,474.0,Agent 4 (iter 4000),64.0,0.0,-136.0,Agent 5 (iter 2300)
75,244.875,2.0,44.875,Agent 0 (iter 100),41.875,0.0,-158.125,Agent 1 (iter 500),-155.375,0.0,-355.375,Agent 2 (iter 1000),332.625,0.0,132.625,Agent 3 (iter 1500),674.0,0.0,474.0,Agent 4 (iter 4000),62.0,-2.0,-138.0,Agent 5 (iter 2300)
76,244.875,0.0,44.875,Agent 0 (iter 100),41.875,0.0,-158.125,Agent 1 (iter 500),-155.375,0.0,-355.375,Agent 2 (iter 1000),332.625,0.0,132.625,Agent 3 (iter 1500),674.0,0.0,474.0,Agent 4 (iter 4000),62.0,0.0,-138.0,Agent 5 (iter 2300)
77,250.375,5.5,50.375,Agent 0 (iter 100),41.875,0.0,-158.125,Agent 1 (iter 500),-155.375,0.0,-355.375,Agent 2 (iter 1000),332.625,0.0,132.625,Agent 3 (iter 1500),668.5,-5.5,468.5,Agent 4 (iter 4000),62.0,0.0,-138.0,Agent 5 (iter 2300)
78,249.375,-1.0,49.375,Agent 0 (iter 100),296.875,255.0,96.875,Agent 1 (iter 500),-158.875,-3.5,-358.875,Agent 2 (iter 1000),132.625,-200.0,-67.375,Agent 3 (iter 1500),655.0,-13.5,455.0,Agent 4 (iter 4000),25.0,-37.0,-175.0,Agent 5 (iter 2300)
79,249.375,-0.0,49.375,Agent 0 (iter 100),296.875,0.0,96.875,Agent 1 (iter 500),-158.875,0.0,-358.875,Agent 2 (iter 1000),132.625,0.0,-67.375,Agent 3 (iter 1500),655.0,0.0,455.0,Agent 4 (iter 4000),25.0,0.0,-175.0,Agent 5 (iter 2300)
80,249.375,-0.0,49.375,Agent 0 (iter 100),398.875,102.0,198.875,Agent 1 (iter 500),-206.875,-48.0,-406.875,Agent 2 (iter 1000),126.625,-6.0,-73.375,Agent 3 (iter 1500),607.0,-48.0,407.0,Agent 4 (iter 4000),25.0,-0.0,-175.0,Agent 5 (iter 2300)
81,249.375,-0.0,49.375,Agent 0 (iter 100),398.875,0.0,198.875,Agent 1 (iter 500),-206.875,0.0,-406.875,Agent 2 (iter 1000),126.625,0.0,-73.375,Agent 3 (iter 1500),607.0,0.0,407.0,Agent 4 (iter 4000),25.0,-0.0,-175.0,Agent 5 (iter 2300)
82,249.375,0.0,49.375,Agent 0 (iter 100),398.875,0.0,198.875,Agent 1 (iter 500),-206.875,0.0,-406.875,Agent 2 (iter 1000),126.625,0.0,-73.375,Agent 3 (iter 1500),607.0,0.0,407.0,Agent 4 (iter 4000),25.0,0.0,-175.0,Agent 5 (iter 2300)
83,206.375,-43.0,6.375,Agent 0 (iter 100),198.875,-200.0,-1.125,Agent 1 (iter 500),256.875,463.75,56.875,Agent 2 (iter 1000),-73.375,-200.0,-273.375,Agent 3 (iter 1500),600.5,-6.5,400.5,Agent 4 (iter 4000),10.75,-14.25,-189.25,Agent 5 (iter 2300)
84,206.375,0.0,6.375,Agent 0 (iter 100),198.875,0.0,-1.125,Agent 1 (iter 500),256.875,0.0,56.875,Agent 2 (iter 1000),-73.375,-0.0,-273.375,Agent 3 (iter 1500),600.5,0.0,400.5,Agent 4 (iter 4000),10.75,0.0,-189.25,Agent 5 (iter 2300)
85,206.375,-0.0,6.375,Agent 0 (iter 100),138.375,-60.5,-61.625,Agent 1 (iter 500),443.875,187.0,243.875,Agent 2 (iter 1000),-133.875,-60.5,-333.875,Agent 3 (iter 1500),540.0,-60.5,340.0,Agent 4 (iter 4000),5.25,-5.5,-194.75,Agent 5 (iter 2300)
86,206.375,0.0,6.375,Agent 0 (iter 100),138.375,0.0,-61.625,Agent 1 (iter 500),443.875,0.0,243.875,Agent 2 (iter 1000),-133.875,0.0,-333.875,Agent 3 (iter 1500),540.0,0.0,340.0,Agent 4 (iter 4000),5.25,0.0,-194.75,Agent 5 (iter 2300)
87,207.375,1.0,7.375,Agent 0 (iter 100),138.375,0.0,-61.625,Agent 1 (iter 500),443.875,-0.0,243.875,Agent 2 (iter 1000),-134.875,-1.0,-334.875,Agent 3 (iter 1500),540.0,0.0,340.0,Agent 4 (iter 4000),5.25,0.0,-194.75,Agent 5 (iter 2300)
88,211.375,4.0,11.375,Agent 0 (iter 100),136.375,-2.0,-63.625,Agent 1 (iter 500),443.875,0.0,243.875,Agent 2 (iter 1000),-134.875,0.0,-334.875,Agent 3 (iter 1500),540.0,0.0,340.0,Agent 4 (iter 4000),3.25,-2.0,-196.75,Agent 5 (iter 2300)
